character,film,line,processed_lines,line_count,neg,neu,pos,compound
HAN,EpisodeV,Relax. I'll talk to Lando and see what I can find out.,"['relax', 'talk', 'lando', 'see', 'find']",182,0.0,0.791,0.209,0.4404
LEIA,EpisodeV,I don't trust Lando.,"['trust', 'lando']",114,0.474,0.526,0.0,-0.4023
HAN,EpisodeV,"Well, I don't trust him, either. But he is my friend. Besides,  we'll soon be gone.","['trust', 'either', 'friend', 'besides', 'soon', 'gone']",182,0.089,0.628,0.283,0.6122
LEIA,EpisodeV,"And then you're as good as gone, aren't you?","['good', 'gone']",114,0.0,0.734,0.266,0.4404
LEIA,EpisodeV,What happened?,['happened'],114,0.0,1.0,0.0,0.0
HAN,EpisodeV,Where? Found him in a junk pile?,"['found', 'junk', 'pile']",182,0.0,1.0,0.0,0.0
LEIA,EpisodeV,"Oh, what a mess. Chewie, do you think you can repair him?","['oh', 'mess', 'chewie', 'think', 'repair']",114,0.185,0.815,0.0,-0.3612
HAN,EpisodeV,Lando's got people who can fix him.,"['landos', 'got', 'people', 'fix']",182,0.0,1.0,0.0,0.0
LEIA,EpisodeV,"No, thanks.",['thanks'],114,0.0,0.256,0.744,0.4404
LANDO,EpisodeV,I'm sorry. Am I interrupting anything?,"['sorry', 'interrupting', 'anything']",61,0.467,0.533,0.0,-0.3612
LEIA,EpisodeV,Not really.,['really'],114,0.0,1.0,0.0,0.0
LANDO,EpisodeV,You look absolutely beautiful. You truly belong here with us  among the clouds.,"['look', 'absolutely', 'beautiful', 'truly', 'belong', 'us', 'among', 'clouds']",61,0.0,0.599,0.401,0.8104
LEIA,EpisodeV,Thank you.,['thank'],114,0.0,0.286,0.714,0.3612
LANDO,EpisodeV,Will you join me for a little refreshment?,"['will', 'join', 'little', 'refreshment']",61,0.0,0.761,0.239,0.296
LANDO,EpisodeV,"Everyone's invited, of course.","['everyones', 'invited', 'course']",61,0.0,1.0,0.0,0.0
LANDO,EpisodeV,Having trouble with you droid?,"['trouble', 'droid']",61,0.403,0.597,0.0,-0.4019
HAN,EpisodeV,No. No problem. Why?,['problem'],182,0.0,0.571,0.429,0.3089
LANDO,EpisodeV,"So you see, since we're a small operation, we don't fall into  the...uh...jurisdiction of the Empire.","['see', 'small', 'operation', 'fall', 'theuhjurisdiction', 'empire']",61,0.0,1.0,0.0,0.0
LEIA,EpisodeV,So you're part of the mining guild then?,"['part', 'mining', 'guild']",114,0.0,1.0,0.0,0.0
LANDO,EpisodeV,"No, not actually. Our operation is small enough not to be  noticed...which is advantageous for everybody since our customers are anxious to avoid attracting attention to themselves.","['actually', 'operation', 'small', 'enough', 'noticedwhich', 'advantageous', 'everybody', 'customers', 'anxious', 'avoid', 'attracting', 'attention']",61,0.128,0.701,0.171,0.34
HAN,EpisodeV,Aren't you afraid the Empire's going to find out about this  little operation and shut you down?,"['afraid', 'empires', 'going', 'find', 'little', 'operation', 'shut']",182,0.0,1.0,0.0,0.0
LANDO,EpisodeV,That's always been a danger looming like a shadow over  everything we've built here. But things have developed that will insure security. I've just made a deal that will keep the Empire out of here forever.,"['always', 'danger', 'looming', 'shadow', 'everything', 'built', 'things', 'developed', 'will', 'insure', 'security', 'made', 'deal', 'will', 'keep', 'empire', 'forever']",61,0.086,0.794,0.12,0.34
VADER,EpisodeV,We would be honored if you would join us.,"['honored', 'join', 'us']",56,0.0,0.538,0.462,0.7184
LANDO,EpisodeV,I had no choice. They arrived right before you did. I'm sorry.,"['choice', 'arrived', 'right', 'sorry']",61,0.259,0.741,0.0,-0.3612
HAN,EpisodeV,"I'm sorry, too.",['sorry'],182,0.394,0.606,0.0,-0.0772
LUKE,EpisodeV,"No, Threepio's with them.",['threepios'],128,0.0,1.0,0.0,0.0
LUKE,EpisodeV,Just hang on. We're almost there.,"['hang', 'almost']",128,0.0,1.0,0.0,0.0
THREEPIO,EpisodeV,"Mmmm. Oh, my. Uh, I, uh -- Take this off! I, uh, don't mean  to intrude here. I, don't, no, no, no...Please don't get up. No!","['mmmm', 'oh', 'uh', 'uh', 'take', 'uh', 'mean', 'intrude', 'noplease']",92,0.0,1.0,0.0,0.0
THREEPIO,EpisodeV,"Stormtroopers? Here? We're in danger. I must tell the  others. Oh, no! I've been shot!","['stormtroopers', 'danger', 'must', 'tell', 'others', 'oh', 'shot']",92,0.237,0.763,0.0,-0.6535
LANDO,EpisodeV,Lord Vader.,"['lord', 'vader']",61,0.0,1.0,0.0,0.0
VADER,EpisodeV,You may take Captain Solo to Jabba the Hut after I  have Skywalker.,"['may', 'take', 'captain', 'solo', 'jabba', 'hut', 'skywalker']",56,0.0,1.0,0.0,0.0
VADER,EpisodeV,He will not be permanently damaged.,"['will', 'permanently', 'damaged']",56,0.0,0.675,0.325,0.3412
LANDO,EpisodeV,"Lord Vader, what about Leia and the Wookiee?","['lord', 'vader', 'leia', 'wookiee']",61,0.0,1.0,0.0,0.0
VADER,EpisodeV,They must never again leave this city.,"['must', 'never', 'leave', 'city']",56,0.0,0.839,0.161,0.0382
LANDO,EpisodeV,"That was never a condition of our agreement, nor was giving Han  to this bounty hunter!","['never', 'condition', 'agreement', 'giving', 'han', 'bounty', 'hunter']",61,0.104,0.717,0.179,0.3519
VADER,EpisodeV,Perhaps you think you're being treated unfairly.,"['perhaps', 'think', 'treated', 'unfairly']",56,0.0,1.0,0.0,0.0
LANDO,EpisodeV,No.,[],61,0.0,1.0,0.0,0.0
VADER,EpisodeV,Good. It would be unfortunate if I had to leave a garrison  here.,"['good', 'unfortunate', 'leave', 'garrison']",56,0.246,0.585,0.17,-0.0772
LANDO,EpisodeV,This deal's getting worse all the time.,"['deals', 'getting', 'worse', 'time']",61,0.341,0.659,0.0,-0.4767
THREEPIO,EpisodeV,"Oh, yes, that's very good. I like that. Oh! Something's not  right because now I can't see. Wait. Wait! Oh, my! what have you done? I'm backwards, you stupid furball. Only an overgrown mophead like you would be stupid enough...","['oh', 'yes', 'good', 'oh', 'somethings', 'right', 'now', 'see', 'wait', 'wait', 'oh', 'done', 'backwards', 'stupid', 'furball', 'overgrown', 'mophead', 'stupid', 'enough']",92,0.129,0.644,0.228,0.6408
HAN,EpisodeV,I feel terrible.,"['feel', 'terrible']",182,0.608,0.392,0.0,-0.4767
LEIA,EpisodeV,Why are they doing this?,[],114,0.0,1.0,0.0,0.0
HAN,EpisodeV,They never even asked me any questions.,"['never', 'even', 'asked', 'questions']",182,0.0,1.0,0.0,0.0
LEIA,EpisodeV,Lando.,['lando'],114,0.0,1.0,0.0,0.0
HAN,EpisodeV,"Get out of here, Lando!",['lando'],182,0.0,1.0,0.0,0.0
LANDO,EpisodeV,Shut up and listen! Vader has agreed to turn Leia and Chewie  over to me.,"['shut', 'listen', 'vader', 'agreed', 'turn', 'leia', 'chewie']",61,0.0,0.854,0.146,0.3382
HAN,EpisodeV,Over to you?,[],182,0.0,1.0,0.0,0.0
LANDO,EpisodeV,"They'll have to stay here, but at least they'll be safe.","['stay', 'least', 'safe']",61,0.0,0.722,0.278,0.5927
LEIA,EpisodeV,What about Han?,['han'],114,0.0,1.0,0.0,0.0
LANDO,EpisodeV,Vader's giving him to the bounty hunter.,"['vaders', 'giving', 'bounty', 'hunter']",61,0.0,0.714,0.286,0.34
LEIA,EpisodeV,Vader wants us all dead.,"['vader', 'wants', 'us', 'dead']",114,0.518,0.482,0.0,-0.6486
LANDO,EpisodeV,He doesn't want you at all. He's after somebody called  Skywalker.,"['want', 'somebody', 'called', 'skywalker']",61,0.109,0.891,0.0,-0.0572
HAN,EpisodeV,Luke?,['luke'],182,0.0,1.0,0.0,0.0
LANDO,EpisodeV,Lord Vader has set a trap for him.,"['lord', 'vader', 'set', 'trap']",61,0.247,0.753,0.0,-0.3182
LEIA,EpisodeV,And we're the bait.,['bait'],114,0.0,1.0,0.0,0.0
LANDO,EpisodeV,"Well, he's on his way.",['way'],61,0.0,0.656,0.344,0.2732
HAN,EpisodeV,"Perfect. You fixed us all pretty good, didn't you?   My friend!","['perfect', 'fixed', 'us', 'pretty', 'good', 'friend']",182,0.133,0.355,0.512,0.8158
LANDO,EpisodeV,"Stop! I've done all I can do. I'm sorry I couldn't do better,  but I have my own problems.","['stop', 'done', 'sorry', 'better', 'problems']",61,0.356,0.644,0.0,-0.7427
HAN,EpisodeV,"Yeah, you're a real hero.","['yeah', 'real', 'hero']",182,0.0,0.341,0.659,0.7003
LEIA,EpisodeV,You certainly have a way with people.,"['certainly', 'way', 'people']",114,0.0,0.714,0.286,0.34
VADER,EpisodeV,"This facility is crude, but it should be adequate to freeze  Skywalker for his journey to the Emperor.","['facility', 'crude', 'adequate', 'freeze', 'skywalker', 'journey', 'emperor']",56,0.112,0.714,0.174,0.0772
VADER,EpisodeV,Good. Monitor Skywalker and allow him to land.,"['good', 'monitor', 'skywalker', 'allow', 'land']",56,0.0,0.556,0.444,0.5859
LANDO,EpisodeV,"Lord Vader, we only use this facility for carbon freezing. If  you put him in there, it might kill him.","['lord', 'vader', 'use', 'facility', 'carbon', 'freezing', 'put', 'might', 'kill']",61,0.253,0.747,0.0,-0.7269
VADER,EpisodeV,I do not want the Emperor's prize damaged. We will test it...on  Captain Solo.,"['want', 'emperors', 'prize', 'damaged', 'will', 'test', 'iton', 'captain', 'solo']",56,0.224,0.597,0.179,0.0459
THREEPIO,EpisodeV,"If only you had attached my legs, I wouldn't be in this  ridiculous position. Now, remember, Chewbacca, you have a responsibility to me, so don't do anything foolish.","['attached', 'legs', 'ridiculous', 'position', 'now', 'remember', 'chewbacca', 'responsibility', 'anything', 'foolish']",92,0.094,0.847,0.059,-0.2642
HAN,EpisodeV,What's going on...buddy?,"['going', 'onbuddy']",182,0.0,1.0,0.0,0.0
LANDO,EpisodeV,You're being put into carbon freeze.,"['put', 'carbon', 'freeze']",61,0.0,0.806,0.194,0.0516
VADER,EpisodeV,The Empire will compensate you if he dies. Put him in!,"['empire', 'will', 'compensate', 'dies', 'put']",56,0.0,1.0,0.0,0.0
THREEPIO,EpisodeV,"Oh, no! No, no, no! Stop, Chewbacca, stop...!","['oh', 'stop', 'chewbacca', 'stop']",92,0.468,0.532,0.0,-0.6458
HAN,EpisodeV,"Stop, Chewie, stop! Do you hear me? Stop!","['stop', 'chewie', 'stop', 'hear', 'stop']",182,0.59,0.41,0.0,-0.7339
THREEPIO,EpisodeV,"Yes, stop, please! I'm not ready to die.","['yes', 'stop', 'please', 'ready', 'die']",92,0.274,0.191,0.536,0.6283
HAN,EpisodeV,"Chewie! Chewie, this won't help me. Hey!","['chewie', 'chewie', 'help', 'hey']",182,0.321,0.679,0.0,-0.4295
HAN,EpisodeV,Save your strength. There'll be another time. The princess -- you  have to take care of her. You hear me?,"['save', 'strength', 'therell', 'another', 'time', 'princess', 'take', 'care', 'hear']",182,0.0,0.639,0.361,0.8625
LEIA,EpisodeV,I love you!,['love'],114,0.0,0.308,0.692,0.6696
HAN,EpisodeV,I know.,['know'],182,0.0,1.0,0.0,0.0
THREEPIO,EpisodeV,"What...what's going on? Turn around, Chewbacca, I can't see.  Oh...they've encased him in carbonite. He should be quite well-protected -- if he survives the freezing process, that is.","['whatwhats', 'going', 'turn', 'around', 'chewbacca', 'see', 'ohtheyve', 'encased', 'carbonite', 'quite', 'wellprotected', 'survives', 'freezing', 'process']",92,0.049,0.951,0.0,-0.1027
VADER,EpisodeV,"Well, Calrissian, did he survive?","['calrissian', 'survive']",56,0.0,0.656,0.344,0.2732
LANDO,EpisodeV,"Yes, he's alive. And in perfect hibernation.","['yes', 'alive', 'perfect', 'hibernation']",61,0.0,0.308,0.692,0.8402
VADER,EpisodeV,He's all yours bounty hunter. Reset the chamber for Skywalker.,"['bounty', 'hunter', 'reset', 'chamber', 'skywalker']",56,0.0,1.0,0.0,0.0
VADER,EpisodeV,"Good. See to it that he finds his way here. Calrissian, take  the princess and the Wookiee to my ship.","['good', 'see', 'finds', 'way', 'calrissian', 'take', 'princess', 'wookiee', 'ship']",56,0.0,0.868,0.132,0.4404
LANDO,EpisodeV,You said they'd be left in the city under my supervision.,"['said', 'left', 'city', 'supervision']",61,0.0,1.0,0.0,0.0
VADER,EpisodeV,I am altering the deal. Pray I don't alter it any further.,"['altering', 'deal', 'pray', 'alter']",56,0.0,0.827,0.173,0.3182
LEIA,EpisodeV,"Luke! Luke, don't -- it's a trap! It's a trap!","['luke', 'luke', 'trap', 'trap']",114,0.406,0.594,0.0,-0.6679
VADER,EpisodeV,"The Force is with you, young Skywalker. But you are not a Jedi  yet.","['force', 'young', 'skywalker', 'jedi', 'yet']",56,0.0,1.0,0.0,0.0
LANDO,EpisodeV,Well done. Hold them in the security tower -- and keep it  quiet. Move.,"['done', 'hold', 'security', 'tower', 'keep', 'quiet', 'move']",61,0.0,0.727,0.273,0.5423
LEIA,EpisodeV,What do you think you're doing?,['think'],114,0.0,1.0,0.0,0.0
LANDO,EpisodeV,We're getting out of here.,['getting'],61,0.0,1.0,0.0,0.0
THREEPIO,EpisodeV,I knew all along it had to be a mistake.,"['knew', 'along', 'mistake']",92,0.211,0.789,0.0,-0.34
LEIA,EpisodeV,Do you think that after what you did to Han we're going to trust  you?,"['think', 'han', 'going', 'trust']",114,0.0,0.809,0.191,0.5106
LANDO,EpisodeV,I had no choice...,['choice'],61,0.423,0.577,0.0,-0.296
THREEPIO,EpisodeV,"What are you doing? Trust him, trust him!","['trust', 'trust']",92,0.0,0.465,0.535,0.784
LEIA,EpisodeV,"Oh, so we understand, don't we, Chewie? He had no choice.","['oh', 'understand', 'chewie', 'choice']",114,0.18,0.82,0.0,-0.296
LANDO,EpisodeV,I'm just trying to help...,"['trying', 'help']",61,0.0,0.597,0.403,0.4019
LEIA,EpisodeV,We don't need any of your help.,"['need', 'help']",114,0.0,0.69,0.31,0.4019
LANDO,EpisodeV,H-a-a-a...,['haaa'],61,0.0,1.0,0.0,0.0
LEIA,EpisodeV,What?,[],114,0.0,1.0,0.0,0.0
THREEPIO,EpisodeV,It sounds like Han.,"['sounds', 'han']",92,0.0,0.545,0.455,0.3612
LANDO,EpisodeV,"There's still a chance to save Han...I mean, at the East  Platform...","['still', 'chance', 'save', 'hani', 'mean', 'east', 'platform']",61,0.0,0.658,0.342,0.6369
LEIA,EpisodeV,Chewie.,['chewie'],114,0.0,1.0,0.0,0.0
THREEPIO,EpisodeV,"I'm terribly sorry about all this. After all,  he's only a Wookiee.","['terribly', 'sorry', 'wookiee']",92,0.329,0.671,0.0,-0.5994
THREEPIO,EpisodeV,Artoo! Artoo! Where have you been?,"['artoo', 'artoo']",92,0.0,1.0,0.0,0.0
THREEPIO,EpisodeV,"Turn around, you wooly...!  Hurry, hurry! We're  trying to save Han from the bounty hunter!","['turn', 'around', 'wooly', 'hurry', 'hurry', 'trying', 'save', 'han', 'bounty', 'hunter']",92,0.0,0.775,0.225,0.6219
THREEPIO,EpisodeV,"Well, at least your still in one piece! Look what happened  to me!","['least', 'still', 'one', 'piece', 'look', 'happened']",92,0.0,0.817,0.183,0.3987
THREEPIO,EpisodeV,"Oh, no! Chewie, they're behind you!","['oh', 'chewie', 'behind']",92,0.0,1.0,0.0,0.0
VADER,EpisodeV,"You have learned much, young one.","['learned', 'much', 'young', 'one']",56,0.0,1.0,0.0,0.0
LUKE,EpisodeV,You'll find I'm full of surprises.,"['find', 'full', 'surprises']",128,0.0,0.725,0.275,0.2263
VADER,EpisodeV,"Your destiny lies with me, Skywalker. Obi-Wan knew this to be  true.","['destiny', 'lies', 'skywalker', 'obiwan', 'knew', 'true']",56,0.179,0.641,0.179,0.0
LUKE,EpisodeV,No!,[],128,0.0,1.0,0.0,0.0
VADER,EpisodeV,All to easy. Perhaps you are not as strong as the Emperor  thought.,"['easy', 'perhaps', 'strong', 'emperor', 'thought']",56,0.163,0.663,0.175,0.0511
VADER,EpisodeV,Impressive...most impressive.,"['impressivemost', 'impressive']",56,0.0,0.233,0.767,0.5106
VADER,EpisodeV,Obi-Wan has taught you well. You have controlled your fear...  now release your anger.,"['obiwan', 'taught', 'controlled', 'fear', 'now', 'release', 'anger']",56,0.345,0.55,0.105,-0.7003
VADER,EpisodeV,Only your hatred can destroy me.,"['hatred', 'destroy']",56,0.658,0.342,0.0,-0.8271
LANDO,EpisodeV,The security codes has been changed!,"['security', 'codes', 'changed']",61,0.0,0.65,0.35,0.4003
THREEPIO,EpisodeV,"Artoo, you can tell the computer to override the security  system.","['artoo', 'tell', 'computer', 'override', 'security', 'system']",92,0.0,0.806,0.194,0.34
LANDO,EpisodeV,Attention! This is Lando Calrissian. The Empire has takes  control of the city. I advise everyone to leave before more Imperial troops arrive.,"['attention', 'lando', 'calrissian', 'empire', 'takes', 'control', 'city', 'advise', 'everyone', 'leave', 'imperial', 'troops', 'arrive']",61,0.064,0.936,0.0,-0.126
LANDO,EpisodeV,This way.,['way'],61,0.0,1.0,0.0,0.0
THREEPIO,EpisodeV,Don't blame me. I'm an interpreter. I'm not supposed to know  a power socket from a computer terminal.,"['blame', 'interpreter', 'supposed', 'know', 'power', 'socket', 'computer', 'terminal']",92,0.0,0.893,0.107,0.2584
THREEPIO,EpisodeV,"What are you talking about? We're not interested in the  hyperdrive on the Millennium Falcon. It's fixed! Just open the door, you stupid lump.","['talking', 'interested', 'hyperdrive', 'millennium', 'falcon', 'fixed', 'open', 'door', 'stupid', 'lump']",92,0.213,0.787,0.0,-0.714
THREEPIO,EpisodeV,I never doubted you for a second. Wonderful!,"['never', 'doubted', 'second', 'wonderful']",92,0.0,0.508,0.492,0.7009
THREEPIO,EpisodeV,"Ouch! Oh! Ah! That hurt, Bend down, you thoughtless...Ow!","['ouch', 'oh', 'ah', 'hurt', 'bend', 'thoughtlessow']",92,0.363,0.637,0.0,-0.6776
LANDO,EpisodeV,Leia! Go!,"['leia', 'go']",61,0.0,1.0,0.0,0.0
THREEPIO,EpisodeV,"I thought that hairy beast would be the end of me. Of  course, I've looked better.","['thought', 'hairy', 'beast', 'end', 'course', 'looked', 'better']",92,0.0,0.838,0.162,0.4404
VADER,EpisodeV,You are beaten. It is useless to resist. Don't let yourself be  destroyed as Obi-Wan did.,"['beaten', 'useless', 'resist', 'let', 'destroyed', 'obiwan']",56,0.404,0.596,0.0,-0.8316
VADER,EpisodeV,"There is no escape. Don't make me destroy you. You do not yet  realize your importance. You have only begun to discover you power. Join me and I will complete your training. With our combined strength, we can end this destructive conflict and bring order to the galaxy.","['escape', 'make', 'destroy', 'yet', 'realize', 'importance', 'begun', 'discover', 'power', 'join', 'will', 'complete', 'training', 'combined', 'strength', 'end', 'destructive', 'conflict', 'bring', 'order', 'galaxy']",56,0.142,0.68,0.178,0.2919
LUKE,EpisodeV,I'll never join you!,"['never', 'join']",128,0.421,0.579,0.0,-0.2914
VADER,EpisodeV,If you only knew the power of the dark side. Obi-Wan never told  you what happened to your father.,"['knew', 'power', 'dark', 'side', 'obiwan', 'never', 'told', 'happened', 'father']",56,0.0,1.0,0.0,0.0
LUKE,EpisodeV,He told me enough! He told me you killed him.,"['told', 'enough', 'told', 'killed']",128,0.347,0.653,0.0,-0.6996
VADER,EpisodeV,No. I am your father.,['father'],56,0.0,1.0,0.0,0.0
LUKE,EpisodeV,No. No. That's not true! That's impossible!,"['true', 'impossible']",128,0.327,0.673,0.0,-0.4434
VADER,EpisodeV,Search your feelings. You know it to be true.,"['search', 'feelings', 'know', 'true']",56,0.0,0.741,0.259,0.4215
LUKE,EpisodeV,No! No! No!,[],128,0.0,1.0,0.0,0.0
VADER,EpisodeV,"Luke. You can destroy the Emperor. He has foreseen this. It is  your destiny. Join me, and we can rule the galaxy as father and son. Come with me. It's the only way.","['luke', 'destroy', 'emperor', 'foreseen', 'destiny', 'join', 'rule', 'galaxy', 'father', 'son', 'come', 'way']",56,0.095,0.845,0.06,-0.3182
LUKE,EpisodeV,"Ben...Ben, please!","['benben', 'please']",128,0.0,0.278,0.722,0.3802
LUKE,EpisodeV,Ben. Leia!,"['ben', 'leia']",128,0.0,1.0,0.0,0.0
LUKE,EpisodeV,Hear me! Leia!,"['hear', 'leia']",128,0.0,1.0,0.0,0.0
LEIA,EpisodeV,Luke...We've got to go back.,"['lukeweve', 'got', 'go', 'back']",114,0.0,1.0,0.0,0.0
LANDO,EpisodeV,What?,[],61,0.0,1.0,0.0,0.0
LEIA,EpisodeV,I know where Luke is.,"['know', 'luke']",114,0.0,1.0,0.0,0.0
LANDO,EpisodeV,But what about those fighter?,['fighter'],61,0.0,0.678,0.322,0.2263
LEIA,EpisodeV,"Chewie, just do it.",['chewie'],114,0.0,1.0,0.0,0.0
LANDO,EpisodeV,But what about Vader?,['vader'],61,0.0,1.0,0.0,0.0
LANDO,EpisodeV,"All right, all right, all right.","['right', 'right', 'right']",61,0.0,1.0,0.0,0.0
VADER,EpisodeV,Bring my shuttle.,"['bring', 'shuttle']",56,0.0,1.0,0.0,0.0
LANDO,EpisodeV,"Look, someone's up there.","['look', 'someones']",61,0.0,1.0,0.0,0.0
LEIA,EpisodeV,"It's Luke. Chewie, slow down. Slow down and we'll get under him.  Lando, open the top hatch.","['luke', 'chewie', 'slow', 'slow', 'lando', 'open', 'top', 'hatch']",114,0.0,0.899,0.101,0.2023
LEIA,EpisodeV,"Okay. Easy, Chewie.","['okay', 'easy', 'chewie']",114,0.0,0.172,0.828,0.5859
LEIA,EpisodeV,Lando?,['lando'],114,0.0,1.0,0.0,0.0
LANDO,EpisodeV,"Okay, let's go.","['okay', 'go']",61,0.0,0.513,0.487,0.2263
LUKE,EpisodeV,"Oh, Leia.","['oh', 'leia']",128,0.0,1.0,0.0,0.0
LANDO,EpisodeV,"All right, Chewie. Let's go.","['right', 'chewie', 'go']",61,0.0,1.0,0.0,0.0
LEIA,EpisodeV,I'll be back.,['back'],114,0.0,1.0,0.0,0.0
LEIA,EpisodeV,Star Destroyer.,"['star', 'destroyer']",114,0.75,0.25,0.0,-0.4588
LANDO,EpisodeV,"All right, Chewie. Ready for light-speed.","['right', 'chewie', 'ready', 'lightspeed']",61,0.0,0.667,0.333,0.3612
LEIA,EpisodeV,If your people fixed the hyperdrive.,"['people', 'fixed', 'hyperdrive']",114,0.0,1.0,0.0,0.0
LEIA,EpisodeV,All the coordinates are set. It's now or never.,"['coordinates', 'set', 'now', 'never']",114,0.0,1.0,0.0,0.0
LANDO,EpisodeV,Punch it!,['punch'],61,0.0,1.0,0.0,0.0
LANDO,EpisodeV,They told me they fixed it. I trusted them to fix it. It's not  my fault!,"['told', 'fixed', 'trusted', 'fix', 'fault']",61,0.0,0.712,0.288,0.6858
PIETT,EpisodeV,"They'll be in range of our tractor beam in moments, lord.","['range', 'tractor', 'beam', 'moments', 'lord']",23,0.0,1.0,0.0,0.0
VADER,EpisodeV,Did your men deactivate the hyperdrive on the Millennium  Falcon?,"['men', 'deactivate', 'hyperdrive', 'millennium', 'falcon']",56,0.0,1.0,0.0,0.0
PIETT,EpisodeV,"Yes, my lord.","['yes', 'lord']",23,0.0,0.426,0.574,0.4019
VADER,EpisodeV,Good. Prepare the boarding party and set for your weapons for  stun.,"['good', 'prepare', 'boarding', 'party', 'set', 'weapons', 'stun']",56,0.166,0.514,0.32,0.4019
PIETT,EpisodeV,"Yes, my lord.","['yes', 'lord']",23,0.0,0.426,0.574,0.4019
THREEPIO,EpisodeV,Noisy brute. Why don't we just go into light-speed?,"['noisy', 'brute', 'go', 'lightspeed']",92,0.175,0.825,0.0,-0.1779
THREEPIO,EpisodeV,We can't? How would you know the hyperdrive is deactivated?,"['know', 'hyperdrive', 'deactivated']",92,0.0,1.0,0.0,0.0
THREEPIO,EpisodeV,"The city's central computer told you? Artoo-Detoo, you know  better than to trust a strange computer. Ouch! Pay attention to what you're doing!","['citys', 'central', 'computer', 'told', 'artoodetoo', 'know', 'better', 'trust', 'strange', 'computer', 'ouch', 'pay', 'attention']",92,0.11,0.656,0.234,0.6792
VADER,EpisodeV,Luke.,['luke'],56,0.0,1.0,0.0,0.0
LUKE,EpisodeV,Father.,['father'],128,0.0,1.0,0.0,0.0
VADER,EpisodeV,"Son, come with me.","['son', 'come']",56,0.0,1.0,0.0,0.0
LUKE,EpisodeV,"Ben, why didn't you tell me?","['ben', 'tell']",128,0.0,1.0,0.0,0.0
LANDO,EpisodeV,Chewie!,['chewie'],61,0.0,1.0,0.0,0.0
LUKE,EpisodeV,It's Vader.,['vader'],128,0.0,1.0,0.0,0.0
VADER,EpisodeV,Luke...it is your destiny.,"['lukeit', 'destiny']",56,0.0,1.0,0.0,0.0
LUKE,EpisodeV,"Ben, why didn't you tell me?","['ben', 'tell']",128,0.0,1.0,0.0,0.0
PIETT,EpisodeV,Alert all commands. Ready for the tractor beam.,"['alert', 'commands', 'ready', 'tractor', 'beam']",23,0.0,0.561,0.439,0.5719
THREEPIO,EpisodeV,"Artoo, come back at once! You haven't finished with me yet!  You don't know how to fix the hyperdrive. Chewbacca can do it. I'm standing here in pieces, and you're having delusions of grandeur!","['artoo', 'come', 'back', 'finished', 'yet', 'know', 'fix', 'hyperdrive', 'chewbacca', 'standing', 'pieces', 'delusions', 'grandeur']",92,0.0,0.885,0.115,0.6458
THREEPIO,EpisodeV,"Oh, you did it!",['oh'],92,0.0,1.0,0.0,0.0
LANDO,EpisodeV,"Luke, we're ready for takeoff.","['luke', 'ready', 'takeoff']",61,0.0,0.615,0.385,0.3612
LUKE,EpisodeV,"Good luck, Lando","['good', 'luck', 'lando']",128,0.0,0.145,0.855,0.7096
LANDO,EpisodeV,"When we find Jabba the Hut and that bounty  hunter, we'll contact you.","['find', 'jabba', 'hut', 'bounty', 'hunter', 'contact']",61,0.0,1.0,0.0,0.0
LUKE,EpisodeV,I'll meet you at the rendezvous point on  Tatooine.,"['meet', 'rendezvous', 'point', 'tatooine']",128,0.0,1.0,0.0,0.0
LANDO,EpisodeV,"Princess, we'll find Han. I promise.","['princess', 'find', 'han', 'promise']",61,0.0,0.685,0.315,0.3182
LUKE,EpisodeV,"Chewie, I'll be waiting for your signal.","['chewie', 'waiting', 'signal']",128,0.0,1.0,0.0,0.0
LUKE,EpisodeV,"Take care, you two. May the Force be with you.","['take', 'care', 'two', 'may', 'force']",128,0.0,0.738,0.262,0.4939
LUKE,EpisodeV,Ow!,['ow'],128,0.0,1.0,0.0,0.0
THREEPIO,EpisodeIV,Did you hear that?  They've shut down the main reactor.  We'll be destroyed for sure.  This is madness!,"['hear', 'shut', 'main', 'reactor', 'destroyed', 'sure', 'madness']",119,0.27,0.633,0.097,-0.6239
THREEPIO,EpisodeIV,We're doomed!,['doomed'],119,0.818,0.182,0.0,-0.6696
THREEPIO,EpisodeIV,There'll be no escape for the Princess this time.,"['therell', 'escape', 'princess', 'time']",119,0.159,0.841,0.0,-0.1326
THREEPIO,EpisodeIV,What's that?,[],119,0.0,1.0,0.0,0.0
THREEPIO,EpisodeIV,I should have known better than to trust the logic of a half-sized thermocapsulary dehousing assister...,"['known', 'better', 'trust', 'logic', 'halfsized', 'thermocapsulary', 'dehousing', 'assister']",119,0.0,0.693,0.307,0.7351
LUKE,EpisodeIV,Hurry up!  Come with me!  What are you waiting for?!  Get in gear!,"['hurry', 'come', 'waiting', 'gear']",254,0.0,1.0,0.0,0.0
THREEPIO,EpisodeIV,"Artoo! Artoo-Detoo, where are you?","['artoo', 'artoodetoo']",119,0.0,1.0,0.0,0.0
THREEPIO,EpisodeIV,At last!  Where have you been?,['last'],119,0.0,1.0,0.0,0.0
THREEPIO,EpisodeIV,They're heading in this direction. What are we going to do?  We'll be sent to the spice mines of Kessel or smashed into who knows what!,"['heading', 'direction', 'going', 'sent', 'spice', 'mines', 'kessel', 'smashed', 'knows']",119,0.0,1.0,0.0,0.0
THREEPIO,EpisodeIV,"Wait a minute, where are you going?","['wait', 'minute', 'going']",119,0.0,1.0,0.0,0.0
